Club Name,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,woman women,man men,Greek,lgbtq,Christian,Islam,Jewish,Hindu,Buddhism,Muslim,Sikh,Description
PolyCon Tabletop Gaming,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.19086526822557948,0.1594254369524407,0.26572566833834516,0.11383490123280995,0.24581806334846987,0.1334086121291995,0.22966647869849263,"PolyCon Tabletop Gaming PolyCon Tabletop Gaming hosts weekly gaming events where members play board games, card games, and tabletop RPGs. We also run one gaming convention each quarter, with fall and winter being one day events and spring being a whole weekend."
PolyGoats Four-Wheel Drive Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.28251182223315985,0.3282889685613649,0.4198229354303545,0.3709163616033054,0.22380900188758304,0.2993110578026091,0.3398689255955898,PolyGoats Four-Wheel Drive Club A four-wheel drive club for members interested in off-road vehicles. Members also help each other work on their cars.
Power and Energy Society,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16941871937775974,0.22548258856731437,0.4358778985045307,0.37587005562812725,0.20204063854525464,0.20445958782708823,0.3451897313845844,"Power and Energy Society Power and Energy Society works to build Cal Poly students' knowledge of the Electric Power industry through opportunities to interact with industrial professionals, industry tours, information sessions, and technical talks."
Pre-Optometry Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.10467591988717788,0.37016353428933857,0.2291544491814419,0.1637041038780629,0.12595598729200677,0.2317919608389138,0.1820192078550701,Pre-Optometry Club The Pre-Optometry Club is for anyone interested in learning more about a career in optometry or who wants to learn how to prepare for optometry school.
Pride Center (LGBTQIA2S),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2736906093575319,0.6307206155778773,0.42909214533002105,0.30306536888339425,0.30418622736559053,0.45777371827080415,0.4516195920545314,"Pride Center (LGBTQIA2S) Empowering people of all sexual orientations, gender identities, and expressions; programming focuses on intersectional community, self-exploration, radical healing, and centering the QTPOC experience. Register for events in our profile."
Project Sunshine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.26621581039725606,0.3145897301168177,0.3675424475647537,0.18852819587901343,0.31031296579382495,0.17381043506266194,0.2236626312985862,"Project Sunshine Community service club in which trained student volunteers can interact with pediatric patients to provide fun, engaging, and educational activities. We are a college chapter that is part of a larger nationally and internationally recognized organization"
Physical Therapy and Occupational Therapy Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16654386942193242,0.26143732797508373,0.3703789406119331,0.2948352895962877,0.37546577556421035,0.1880456136508065,0.2828138538916643,"Physical Therapy and Occupational Therapy Club Cal Poly's Physical Therapy and Occupational Therapy Club strives to create a social network between students, faculty, alumni, and professionals."
Public Health Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.21462880211728316,0.3257501740542248,0.36458723020746103,0.2570166517686849,0.38791421581904106,0.18321966451652716,0.26540909453484973,"Public Health Club CPPH Club promotes wellness among our peers and local community, promotes protective health behaviors, connects students with local public health efforts, and shares information on careers and graduate school programs."
PUENTE @ Cal Poly,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.26431015704355965,0.1983587539776174,0.5011849991568011,0.4219618475148309,0.35573317862999354,0.230167616714811,0.3530304520686617,"PUENTE @ Cal Poly Puente @ Cal Poly is a community where Puente students and other Cal Poly students can feel connected through leadership, culture and community service opportunities, in order to cross the bridge to success!"
PULSE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2120328504097569,0.3470583350730696,0.3467098731323013,0.30953839512305004,0.2910004997901131,0.2479209637766082,0.3936940143243155,"PULSE Peers Understanding, Listening, Supporting, Educating (PULSE) is a nationally awarded Peer Health Education program that supports the health and well-being of all Cal Poly students."
Quantitative Analysis Concentration Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.33506236177386506,0.310735428513437,0.16650751492853966,0.20066940203664813,0.20262839388395681,0.1869185275833965,"Quantitative Analysis Concentration Club This club was formed to help students better understand the Orfalea College of Business' Quantitative Analysis concentration, as it seems that many undergraduate students are unsure of what the program offers and entails."
Quantum Computing Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1935556331039993,0.4156796501423728,0.5910434387002236,0.3558960052613607,0.36921959705750707,0.33815123198870445,0.4341497264849614,"Quantum Computing Club To create a club dedicated to learning, innovating, and increasing Cal Poly’s involvement with the rapidly developing area of quantum computing. We want to help prepare students for a future quantum computing position in higher education or industry."
Real Food Collaborative,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.34213569259947274,0.39340736895640827,0.47301704441149106,0.3121257983357756,0.27522198236599305,0.25826918691656875,0.2677675897058981,"Real Food Collaborative We are a student group focused on advocating for and creating community around real, local, sustainable, seasonal, ethical, equitably sourced food for all."
Regeneration Field Institute in San Luis Obispo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.11423835409338814,0.24532198615386377,0.31627243895193846,0.42588996193514067,0.34627271412378857,0.14130180787514945,0.19056259743386875,Regeneration Field Institute in San Luis Obispo RFI in SLO is an educational and immerse student organization dedicated to redefining the way we design structures and contribute to the environment. We study bamboo construction and opportunities abroad for hands-on experience working with the material.
Rho Phi Lambda,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.46690206353854646,0.4356164061805933,0.6104362280193368,0.41415652738760195,0.5312548019751867,0.31005339502273305,0.30024048814171744,"Rho Phi Lambda A professional Recreation, Parks, and Leisure National Honorary Society that aspires to recognize, promote & encourage students of high moral character and unselfish devotion to the study, research & application of knowledge."
Roller Hockey,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.18833570427734952,0.24224336448923528,0.27294542537592786,0.0760617074087179,0.20442547955538865,0.2540956034322924,0.1656210234894104,Roller Hockey The Roller Hockey Club is made up of multiple competitive teams that compete in the WCRHL. The club offers participation to players of all skill levels. Come join and try out for our inline hockey team.
Russian Speaking Association,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22416342529292277,0.5229456316638175,0.7535132633816719,0.5050993481875021,0.42436315165020955,0.43649151615202575,0.48385305803561407,"Russian Speaking Association A club that fosters a welcoming and inclusive community for all Russian-speaking individuals on the Cal Poly campus by focusing on culture and language-based activities such as language conversation tables, movie nights, and cookouts."
Safer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.20423103233799128,0.18677170577768834,0.2709781743778312,0.2547936220763802,0.1285283055942581,0.16212976539538382,0.2391425434561632,"Safer Safer is Cal Poly’s primary confidential resource for addressing sexual assault, intimate partner violence, domestic violence, stalking, sexual exploitation and harassment."
Sailing Team,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.18541316882868683,0.2988453838912901,0.4676750319164228,0.19976216903978736,0.12746117835480614,0.2900094361713494,0.20066884775053348,Sailing Team The Cal Poly Sailing Team is a competitive Club Sport team at Cal Poly. The team competes in regattas sanctioned by the Inter-Collegiate Sailing Association of North America.
Sales Engineering Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.17758561414946683,0.17091757266513458,0.40781401691455754,0.3146289092915307,0.19917329753559135,0.1792542737888262,0.31909560917942886,Sales Engineering Club Cal Poly SEC serves to increase student awareness and interest of sales engineering as a rewarding career path.
SGI-USA Buddhism,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5135022402790073,0.7669462633573405,0.7703618784454374,0.6918096023643739,1.0,0.5568256296109119,0.5911623269198714,"SGI-USA Buddhism We represent SGI-USA, a Buddhist organization based on Mahayana scripture and on the Lotus Sutra in particular. We will be discussing Buddhism in America, and in the context of our daily lives."
SHPE,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.29601808035857,0.3680950005160488,0.6521176413858548,0.3183492575852316,0.14595545774575758,0.4123768606802374,0.24632358663617654,"SHPE The Society of Hispanic Professional Engineers (SHPE) recruits, retains and graduates the next generation of Hispanic engineers."
Sigma Alpha,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2327010254812814,0.43017430844964694,0.7404474470858272,0.4113089968411833,0.2867559489693758,0.26489181486660857,0.23168095449458515,"Sigma Alpha A professional agricultural sorority, cultivating women in their professional, social, scholarship and leadership goals."
SIGMA KAPPA SORORITY Epsilon Omega,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.16003654424110383,0.34013774013714604,0.560164406102952,0.260888178463376,0.24030483502540434,0.20566464726006264,0.23768795682110083,"SIGMA KAPPA SORORITY Epsilon Omega Sigma Kappa encourages an atmosphere which will foster high ideals of friendship among college women, promote their educational and cultural interests, and develop in them high qualities of character."
Sigma Nu Kappa Pi Chapter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17370650161934137,0.32998835125088993,0.3946195423506657,0.31277130082001603,0.37137990682206523,0.12726783278279713,0.26198543657196,"Sigma Nu Kappa Pi Chapter A fraternity dedicated to professionalism, and philanthropic activities both on and off campus. We live by our motto love, truth & honor and make sure all of our members uphold these values in their everyday lives."
Sigma Omega Chapter of Alpha Epsilon Pi,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.33206776561939033,0.5130715102766947,0.97037377626414,0.3482146233255248,0.36851804566814383,0.358209810358587,0.3390075865064054,"Sigma Omega Chapter of Alpha Epsilon Pi Alpha Epsilon Pi is the Jewish fraternity on campus. We provide a unique brotherhood that creates a safe environment for Jewish men looking to make deep relationships, participate in charity, and grow as an individual."
Sigma Omega Nu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.12139665571631447,0.4285399188995047,0.49715243464356534,0.3343096988004307,0.22577237446687706,0.18141634229537446,0.2033924567315329,"Sigma Omega Nu Sigma Omega Nu is a Latina Interest sorority that promotes the objectives of Academics, Cultura, and Sisterhood. The sorority provides a home away from home and a support system to help its members get through college."
Sigma Phi Delta,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.27025327334444016,0.390262828442291,0.8355163908831785,0.5232900458464156,0.3949141991262578,0.28461524477977324,0.36343484846551044,Sigma Phi Delta The premier international fraternity of engineers.
Sigma Phi Epsilon California Tau,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.29926297023636605,0.3757976270595841,0.6770473715320577,0.40960331682887763,0.26524297027841165,0.30316765752966496,0.38736322386550637,"Sigma Phi Epsilon California Tau SigEp is redefining fraternity on college campuses across the country. We complement a man’s education by delivering a premier student experience in one of the most formative times of his life. Through SigEp, men strengthen their character, build leaders"
Sigma Pi Sigma,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.18674909653810165,0.25911765043169177,0.4373591146922206,0.26461982525310296,0.23738250067671998,0.181135585203515,0.2672376723476563,Sigma Pi Sigma The Cal Poly SLO Chapter of The National Physics Honor Society Sigma Pi Sigma.
Sikh Student Association,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3266291440447195,0.5562576828757585,0.7377352882095893,0.7621255364106833,0.5638063916842592,0.5826584789933748,1.0,"Sikh Student Association A club to unite Sikh/Punjabi students at Cal Poly. The focus of this club will be to uphold the pillars of Sikhi through volunteerism, meditation, and honest living. This club will also coordinate culturally and religiously relevant activities."
SLO Breakers,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.20899621061108012,0.42083201442670837,0.541190693861656,0.21024693821472806,0.2396062573018347,0.3096679384277979,0.26419887130625247,"SLO Breakers SLO Breakers promotes a community based on hip hop culture. The club's main focus is to provide a creative, inclusive, and inspiring atmosphere for people who are interested in one of the five elements of hip hop, breaking."
SLO Climate Coalition Cal Poly Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.19521958127671635,0.26838028502752326,0.3244103774202987,0.29300006381447696,0.2692393303816259,0.20533424370423914,0.23700315021628182,SLO Climate Coalition Cal Poly Club The SLO Climate Coalition Cal Poly Club aims to foster an eco-conscious community at Cal Poly by promoting environmental awareness and sustainable practices. We empower students and staff to make informed choices that positively impact our community.
SLO Hacks,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.12025630336660949,0.38984067700081526,0.3047342287075235,0.10653593290812571,0.09509844077132656,0.2661362848369753,0.16062426058475948,"SLO Hacks SLO Hacks organizes events year-round dedicated towards building an inclusive hacker community and environment that empowers students with the necessary tools to dream, code, and build projects that contribute to social good."
SLO Smash Community,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.22972408739719008,0.4190506442182426,0.5213250546965525,0.3567327130629663,0.20246923598273514,0.3174815730685485,0.2750111247014416,"SLO Smash Community Club dedicated to the discussion, celebration, and tournaments for the Super Smash Bros game series"
Smile and Nod,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.18026522538016104,0.14435218737698935,0.4779013905379059,0.17284238609949246,0.13440874593287086,0.1226657211922005,0.2570244964938451,"Smile and Nod We are Cal Poly's premier improv comedy team. We practice and perform both short-form improv (theater sports), and long-form improv. In the past, we have performed live in Phillips Hall for the first 7 weeks of the quarter."
Society for the Advancement of Material & Process Engineering,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1245818788646427,0.20614988255225736,0.21620164087037,0.25358131369244374,0.1018360808544404,0.14799666627616279,0.24298715246594305,"Society for the Advancement of Material & Process Engineering Research and Development with the use of Composite Materials. Common application and advisement for use of Carbon Fiber, Fiberglass, and green composite materials for other clubs."
Society of American Foresters,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3074253806934345,0.3124500133813468,0.5029417291225713,0.4397489662292835,0.3626838951772938,0.2269029124671827,0.37537031088966716,"Society of American Foresters We are the Cal Poly student chapter of the Society of American Foresters, and we work to build relationships with industry professionals and our fellow students."
Society of Civil Engineers,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2888512499470403,0.30513563241958375,0.4302866771554412,0.38259374418109593,0.2316070703462132,0.2607522414389451,0.3097988678027396,"Society of Civil Engineers SCE is a club that promotes personal, professional, and educational development with social, professional, and academic events and opportunities. Home of the nationally-ranked Concrete Canoe and Steel Bridge Teams."
Society of Environmental Engineers,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3022454188652144,0.4609210097093174,0.5074582976868308,0.40828976249108856,0.35918237124174823,0.3784920485560248,0.2599044977240459,Society of Environmental Engineers Professional organization that introduces students to industry professionals and possibilities after graduation.
Society of Manufacturing Engineers,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1264637314540626,0.1575925585756886,0.5157312618200177,0.22179828124754442,0.1962235249518771,0.10810163010069011,0.23990160666402574,Society of Manufacturing Engineers Our mission is to connect students of all majors at Cal Poly through manufacturing and to provide a place on unity on campus.
Society of Physics Students of Cal Poly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.17009032790428164,0.15910768868562564,0.479833557640411,0.26776856965564466,0.15310007288532773,0.18340081220862828,0.27348098529593506,Society of Physics Students of Cal Poly We support and foster a community for all physics majors/minors at Cal Poly.
Society of Women Engineers,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.24744292686502023,0.4370875391544288,0.5733915570824715,0.37104210945897226,0.11122169079091998,0.34763291259673157,0.22815767917244645,"Society of Women Engineers SWE is a collegiate section of the international organization that works to promote gender equality in engineering through professional development, community outreach, and on-campus membership activities."
South Asian Student Association,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2802419629202285,0.5840778414429914,0.5588367117416664,0.5497545999999047,0.6018349283966274,0.418303247121125,0.47255314785505087,"South Asian Student Association To serve as a welcoming space centering the most marginalized within South Asia on the basis of race, ethnicity, region, caste, class, religion, gender, and sexuality focused on co-existence and solidarity within and beyond South Asia."
Spanish Club,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2671724310157541,0.31490541107953407,0.5521879538254566,0.33933188623688404,0.1237038347556513,0.3104894174605945,0.16988204058275863,Spanish Club Hosting Spanish conversation hours and Hispanic cultural events since 1980. Instagram: @calpolyespanol
Sprout Up,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.12643474200811167,0.20637649845869266,0.28556614195440805,0.2122782506451691,0.20821326751896732,0.18678822960556274,0.14946484254031558,"Sprout Up Sprout Up provides free, youth-led environmental education programs to 1st & 2nd grade classrooms in public schools throughout California and New York City."
STAT Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.034229607059846234,0.23860464676076762,0.1741769408742617,0.22696833730427646,0.11074207031274322,0.09619640386311896,0.15444990649999935,"STAT Club This organization is a place for Cal Poly Statistics majors, minors, and enthusiasts to come together to network and learn about shared interests"
Structural Engineers Association of California Cal Poly Student Chapter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.12396939674188233,0.17820164093860372,0.36448950397495905,0.324848964467242,0.18670256128002885,0.20815511949906662,0.23678490871964464,Structural Engineers Association of California Cal Poly Student Chapter SEAOC serves as a professional club for students interested in the Architectural Engineering/Structural Engineering Field.
Student Association for Fire Ecology,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.19120488819900794,0.25631651382548043,0.2417023565739576,0.25780323663217664,0.2534330890427927,0.17651214506574187,0.12131782144904654,Student Association for Fire Ecology SAFE is focused on fostering a community of individuals from any major who are interested in fire ecology. We provide networking opportunities to acquire and prepare for summer positions and post-graduate careers in fire.
Student Diversity and Belonging,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.28917285180742014,0.4006592437611629,0.5811143289964387,0.3595185483444667,0.3375368112068867,0.3780281661496089,0.40497033977379243,"Student Diversity and Belonging Student Diversity and Belonging is a collective of campus resource centers that support and empower students experiencing marginalization, through intersectional advocacy and cultural connections to build a more just and equitable Cal Poly community."
Students for Immigration Justice,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.32603709012089194,0.4971476937314365,0.6825544695374566,0.3397840284745911,0.3315569121358307,0.48640992126912186,0.2936915223735427,"Students for Immigration Justice This organization was formed due to immense student interest in affairs related to Immigration Activism. Our aim is to provide members with resources, information, and an engaged community around the subject: centered upon outreach."
Students for Justice in Palestine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4238464234313041,0.6783996876350138,0.8930683544098126,0.38029277986815163,0.4759993648301807,0.677356713047478,0.523996851647993,"Students for Justice in Palestine Providing a safe space for students of all backgrounds to freely voice their opinions and feelings in support of Palestine. We plan to strengthen awareness for the liberation of the Palestinian people, by promoting educational events."
Students for Life at Cal Poly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2585137854300351,0.3346151332601147,0.5050433549699797,0.381938455222953,0.3761130997555212,0.29813867550087697,0.31542740027947136,Students for Life at Cal Poly This is a pro-life club that promotes the culture and importance of life on campus. We also want to be a place to go if a female student happens to become pregnant and is in need of resources.
Students with Dependents (DOS),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.19889344156358363,0.3901450283771597,0.3550091094312358,0.32436037892464986,0.2341738243873617,0.36640891552425703,0.22605420355857853,Students with Dependents (DOS) A program of the Dean of Students to support Cal Poly Students with Dependents.
Students' Stage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.20898277010631722,0.27288553649805525,0.5204048409708463,0.27116867880697404,0.2753459024213125,0.27389727806714226,0.36638342522461564,Students' Stage We’re Cal Poly’s only theatre club on campus! Students’ Stage has been a platform for students and theatre-lovers to collaborate and have fun doing theatre. Our doors are open to theatre practitioners of all backgrounds and every level.
Studio Art Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.190351207790751,0.28157662109455683,0.45539420303680034,0.27101625030895254,0.2191877694190716,0.2242709115879221,0.1604992100769768,Studio Art Club We are an all inclusive club that houses a variety of majors. We welcome anyone in the Art & Design department and anyone else interested in expanding their knowledge or getting more involved in the arts on & off campus.
Sustainable Fashion Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.17037610500416428,0.4404532553010374,0.39310472432505106,0.3091892727864115,0.3333416829713476,0.31954178988318177,0.290514047967085,"Sustainable Fashion Club This club will be used to inform students of the benefits of sustainable fashion practices, celebrate creativity, and create space for students of all intersecting identities. Our three main goals are education, artistry, and community."
Systems Optimization Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14742977992426695,0.2943526225989048,0.33061771299552356,0.2208632562908454,0.1583149931846242,0.1989472161901521,0.21903404508882118,Systems Optimization Club The Systems Optimization Club strives to develop students professionally and socially through engineering-related projects and networking opportunities.
Taiwanese American Student Association,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21953465477108813,0.4174381953792696,0.3905621716061177,0.4615317998492264,0.4264111892992597,0.3606102113192545,0.36160071092189594,Taiwanese American Student Association TCO (Taiwanese Cultural Organization) is a student-run organization that focuses on promoting Taiwanese culture and Asian American inclusion on campus!
Take it SLO,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22102872143196145,0.37846675325970847,0.4907189479707602,0.1983033891440145,0.14352490798630735,0.18132416149504393,0.21010740087206806,"Take it SLO Take It SLO is an all gender a cappella group made up of students from various years and a broad range of majors! We rehearse and perform around campus and San Luis Obispo, and we recently released a new single! Check out our Instagram @takeitslo !"
Tau Beta Pi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2847280314794161,0.3105161497036277,0.4004121372295458,0.3336045369235802,0.31077148168540336,0.18860152362772592,0.2875629671228739,Tau Beta Pi Tau Beta Pi is the National Engineering Honor Society. Tau Beta Pi seeks to recognize and serve those that have excelled in their area of study as well as demonstrated exemplary character in their education and profession.
Thai Vietnamese Student Association,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.264700597176367,0.5933409941601508,0.43334022677399686,0.4742815037548152,0.6078922726327181,0.4357604427171883,0.3679541815524139,Thai Vietnamese Student Association The Thai-Vietnamese Student Association is a socio-cultural club that aims to promote Thai and Vietnamese culture and build a strong community through various events and activities.
That's the Key,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.29740931254200237,0.329174306653493,0.45290181967178533,0.21968153956711878,0.10045757899207182,0.16699983068104113,0.27613968386819066,That's the Key That's the Key is an a cappella group on campus that sings songs within various genres of music.
"The Cal Poly chapter, the Epsilon Delta of Beta Theta Pi",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.20350990354357384,0.2692090719037725,0.4973832497057321,0.28794987420452156,0.4182388025429621,0.17094714943070244,0.30391284477735714,"The Cal Poly chapter, the Epsilon Delta of Beta Theta Pi We are a Fraternity on campus, Beta Theta Pi. Our mission is to develop Men of Principle for a Principled Life, which we achieve through our core values of Mutual Assistances, Integrity, Trust, Responsibility, and Intellectual Growth."
The Cal Poly Pre-Law Chapter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.24283999246386356,0.2728006267748246,0.6863755300130994,0.40080180033021606,0.3651331050142349,0.17008669430189816,0.27161962272130047,"The Cal Poly Pre-Law Chapter Phi Alpha Delta is a professional, co-ed, pre-law fraternity for aspiring law students who want to gain more knowledge about professionalism, brotherhood, and philanthropy as it relates to the law and to lawyers."
The Cal Poly Triathlon Team,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.18216207803314505,0.2098799381625649,0.4670572265424612,0.18063640177785226,0.17149040382790517,0.2166028539891087,0.2145441763689577,"The Cal Poly Triathlon Team The Cal Poly Triathlon Team is one of the largest club sports on campus, appealing to any level of athlete. Whether you consider yourself a veteran swim-bike-runner or are just joining to complete your first triathlon, we welcome you to our family!"
The Creative Anatomy Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.19215553180451334,0.27160460240958195,0.28860782282726244,0.18529882319437174,0.2988064114545918,0.11727386307299076,0.020530486348152716,"The Creative Anatomy Club The Creative Anatomy Club focuses on the intersection of anatomical science, human health and the arts, providing a space for individuals to celebrate their physical differences while engaging in creative and educational activities and events."
The Garden Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3552399670581376,0.49183013855116975,0.5430077318787245,0.4539306146143724,0.4561246552389988,0.4476787422450036,0.366946193531957,"The Garden Club We are an inclusive group of diverse, forward-thinking students with varying experience and knowledge practicing sustainable and regenerative agriculture at the Student Experimental Farm on campus."
The Heard at Cal Poly,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.32696686704732303,0.33696801201820414,0.526053684189699,0.44032722539892377,0.3138751317348555,0.38135564935387856,0.3670336489800635,"The Heard at Cal Poly Many voices, one herd."
The Honor Society of Sigma Lambda Alpha,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2610904066938764,0.42998247920917276,0.551030733716728,0.4011513750829231,0.32096154613168837,0.30518054722271637,0.2670819226665493,"The Honor Society of Sigma Lambda Alpha Cal Poly San Luis Obispo chapter of Sigma Lambda Alpha, an academic honor society for landscape architecture students excelling in their academic success after completion of 50% of coursework."
The Liberal Studies Student Association,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25396304571465833,0.410769739006398,0.4729923118863795,0.3152943180827845,0.374020002629162,0.4432900449785262,0.461936069692373,The Liberal Studies Student Association The LSSA acts as a diverse representation of students within the Liberal Studies department who work closely with the department faculty to voice student opinions and build a stronger Liberal Studies community.
The Majesties,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.386121930617241,0.6747862680439206,0.4690945478245795,0.3101113324510426,0.44037791318691766,0.445137940972806,0.418422152588555,The Majesties The Majesties is a dance club centered around aesthetics of opulence and Black diasporic dance traditions. We are dedicated to community partner collaboration and are an interest-based dance club open to fostering a multi-level of dance experience.
The Nightcap,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2532074293686859,0.23152641168373264,0.46034273907441525,0.19128848751117347,0.19570228938439033,0.1598030732052713,0.20360574245621474,"The Nightcap The Nightcap is Cal Poly's only sketch comedy club! We create videos and live performances over the course of the term, and then showcase them in one big show that is open to the entire campus."
The Nu-Alpha chapter of Kappa Sigma,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1241562989021975,0.25112150470170924,0.324041408274566,0.30017963299056066,0.21185281369783177,0.07369571119465078,0.22077360653703443,"The Nu-Alpha chapter of Kappa Sigma Kappa Sigma is one of the largest collegiate fraternities in North America, exemplified by our 17,000 undergraduate members and 305 chapters. This Nu-Alpha Chapter at Cal Poly was established in 2014 with a goal of creating better gentlemen and leaders."
